work_order_id,asset_id,site_code,region,work_order_date,maintenance_type,failure_category,failure_subcategory,priority_level,technician_id,vendor_name,labor_hours,downtime_hours,parts_cost_usd,labor_cost_usd,repair_cost_usd,response_time_hours,resolution_time_hours,status,sla_breach_flag,repeat_failure_flag,year_month
WO0002315,AST00165,TOR01,AMER-Central,2024-03-14,Corrective,Sensor,Flow sensor,P3,TECH0085,FacilityPro,10.9,0.63,1907,1438,3642,1.9,14.48,Closed,0,0,2024-03
WO0006340,AST00434,LAX01,AMER-West,2024-03-14,Preventive,Fan Motor,Bearing wear,P4,TECH0100,FacilityPro,5.2,2.13,389,488,1246,10.07,18.27,Closed,0,0,2024-03
WO0003334,AST00231,SEA01,AMER-West,2024-03-14,Corrective,Sensor,Temperature sensor,P2,TECH0064,EcoCool,16.8,5.11,1526,2301,3944,1.89,20.45,Completed,0,0,2024-03
WO0006858,AST00473,DAL01,AMER-Central,2024-03-15,Preventive,Cable,Connection looseness,P3,TECH0017,PowerGrid Mechanical,7.9,2.19,714,718,1739,8.41,19.68,Completed,0,0,2024-03
WO0003955,AST00284,TOR01,AMER-Central,2024-03-15,Corrective,Transformer,Tap changer,P3,TECH0037,CBRE Ops,4.1,3.43,4256,450,5057,2.77,6.8,Completed,0,0,2024-03
WO0000424,AST00030,LAX01,AMER-West,2024-03-15,Corrective,Battery,Cell degradation,P3,TECH0017,DataVolt,20.0,11.32,2469,2340,5065,1.5,22.78,Completed,1,1,2024-03
WO0003417,AST00240,NYC01,AMER-East,2024-03-15,Corrective,Capacitor,Capacitor aging,P2,TECH0070,CBRE Ops,18.4,10.82,2089,2944,5114,1.33,21.06,Completed,1,1,2024-03
WO0003790,AST00273,SJC01,AMER-West,2024-03-15,Corrective,Routine Wear,Alignment,P3,TECH0036,PowerGrid Mechanical,4.1,12.76,2446,483,3162,0.2,7.26,Completed,1,0,2024-03
WO0004466,AST00319,CHI01,AMER-East,2024-03-15,Corrective,Routine Wear,Alignment,P3,TECH0045,DataVolt,18.8,10.18,6722,2895,9734,2.08,22.66,Completed,1,0,2024-03
WO0006536,AST00446,TOR01,AMER-Central,2024-03-15,Corrective,Fan Motor,VFD issue,P2,TECH0075,FacilityPro,13.3,9.62,5417,2061,7809,3.3,17.26,Completed,1,1,2024-03
WO0001318,AST00095,NYC01,AMER-East,2024-03-15,Preventive,Cooling Loop,Heat exchanger,P4,TECH0054,DataVolt,8.7,0.3,593,1157,1816,9.22,19.9,Closed,0,0,2024-03
WO0006875,AST00475,SEA01,AMER-West,2024-03-15,Preventive,Battery,Battery connector,P4,TECH0080,DataVolt,4.8,1.89,978,657,1751,8.6,16.41,Closed,0,0,2024-03
WO0001906,AST00134,LAX01,AMER-West,2024-03-15,Preventive,Routine Wear,Seal wear,P4,TECH0052,Schneider Services,2.1,2.63,638,239,923,8.31,13.45,Completed,0,0,2024-03
WO0006878,AST00475,SEA01,AMER-West,2024-03-15,Corrective,Battery,Cell degradation,P2,TECH0091,ABB Services,22.7,4.38,1248,3314,4941,0.29,23.82,Completed,0,1,2024-03
WO0005382,AST00377,CHI01,AMER-East,2024-03-15,Corrective,Compressor,Compressor vibration,P3,TECH0008,PowerGrid Mechanical,19.2,5.08,6508,2880,9753,3.83,23.85,Closed,0,1,2024-03
WO0005623,AST00391,DAL01,AMER-Central,2024-03-15,Corrective,Compressor,Compressor vibration,P2,TECH0013,Vertiv Services,7.0,8.64,7251,812,8375,1.37,10.23,Completed,1,0,2024-03
WO0000139,AST00008,MIA01,AMER-Central,2024-03-15,Corrective,Battery,Cell degradation,P1,TECH0065,FacilityPro,22.0,10.56,5309,2134,7525,0.2,23.99,Completed,1,0,2024-03
WO0001734,AST00122,ASH01,AMER-East,2024-03-16,Corrective,Battery,Battery connector,P3,TECH0002,PowerGrid Mechanical,6.8,9.35,4726,924,5741,1.59,9.46,Closed,1,1,2024-03
WO0001875,AST00132,LAX01,AMER-West,2024-03-16,Corrective,Fan Motor,Bearing wear,P3,TECH0055,PowerGrid Mechanical,11.3,6.21,4604,1378,6200,0.2,12.84,Completed,1,1,2024-03
WO0003910,AST00281,ASH01,AMER-East,2024-03-16,Preventive,Rectifier,Voltage imbalance,P3,TECH0025,EcoCool,6.7,0.68,74,690,894,9.16,16.7,Completed,0,0,2024-03
WO0003849,AST00275,ATL01,AMER-East,2024-03-16,Preventive,Controller,Settings drift,P4,TECH0097,Schneider Services,8.5,1.64,343,1096,1705,9.89,17.3,Completed,0,0,2024-03
WO0006345,AST00434,LAX01,AMER-West,2024-03-16,Corrective,Compressor,Compressor vibration,P4,TECH0092,Vertiv Services,16.4,10.08,4468,1639,6343,1.78,19.67,Completed,1,0,2024-03
WO0005626,AST00391,DAL01,AMER-Central,2024-03-16,Preventive,Valve,Valve blockage,P2,TECH0102,DataVolt,6.2,3.5,60,551,890,9.91,17.14,Completed,0,0,2024-03
WO0003739,AST00270,DEN01,AMER-Central,2024-03-16,Corrective,Battery,Cell degradation,P2,TECH0067,CBRE Ops,9.8,2.95,1563,1332,3240,1.53,12.56,Completed,0,1,2024-03
WO0005660,AST00393,CHI01,AMER-East,2024-03-16,Corrective,Compressor,Bearing wear,P3,TECH0054,EcoCool,23.2,0.6,3031,2320,5420,0.79,25.88,Completed,0,0,2024-03
WO0007761,AST00540,DAL01,AMER-Central,2024-03-16,Corrective,Routine Wear,Alignment,P2,TECH0115,EcoCool,11.4,2.13,4689,1789,6556,3.04,14.51,Completed,0,0,2024-03
WO0002382,AST00168,DAL01,AMER-Central,2024-03-16,Preventive,Valve,Valve blockage,P2,TECH0071,DataVolt,5.0,3.64,398,640,1322,9.49,15.5,Completed,0,0,2024-03
WO0006843,AST00471,TOR01,AMER-Central,2024-03-16,Corrective,Firmware,Communication timeout,P4,TECH0071,PowerGrid Mechanical,12.7,9.69,1956,1917,4224,1.99,15.17,Completed,1,0,2024-03
WO0006842,AST00471,TOR01,AMER-Central,2024-03-16,Preventive,Capacitor,Thermal stress,P4,TECH0105,Schneider Services,9.6,1.2,462,1094,1911,7.84,18.43,Completed,0,0,2024-03
WO0000996,AST00071,DAL01,AMER-Central,2024-03-16,Corrective,Firmware,Sensor mapping,P3,TECH0054,PowerGrid Mechanical,19.9,10.67,5824,2467,8359,0.98,22.11,Completed,1,0,2024-03
WO0005297,AST00372,DAL01,AMER-Central,2024-03-16,Corrective,Fan Motor,Bearing wear,P3,TECH0064,FacilityPro,14.9,6.45,5242,2100,7384,1.62,17.06,Completed,1,0,2024-03
WO0002250,AST00159,SJC01,AMER-West,2024-03-16,Preventive,Sensor,Flow sensor,P4,TECH0020,Schneider Services,5.6,2.32,67,711,1055,11.61,20.32,Closed,0,0,2024-03
WO0004679,AST00328,LAX01,AMER-West,2024-03-16,Preventive,Routine Wear,Alignment,P2,TECH0090,Schneider Services,4.2,0.3,594,520,1483,8.34,12.75,Completed,0,0,2024-03
WO0002876,AST00201,TOR01,AMER-Central,2024-03-16,Corrective,Cable,Insulation wear,P3,TECH0042,PowerGrid Mechanical,20.6,2.09,4966,3151,8503,4.03,26.14,Closed,0,0,2024-03
WO0006380,AST00436,DAL01,AMER-Central,2024-03-17,Corrective,Routine Wear,Alignment,P4,TECH0027,ABB Services,20.9,7.32,1182,2215,3653,1.69,24.13,Completed,1,0,2024-03
WO0004760,AST00334,PHX01,AMER-West,2024-03-17,Corrective,Controller,Settings drift,P3,TECH0102,DataVolt,14.6,6.08,3366,1591,5111,3.11,19.14,Completed,1,0,2024-03
WO0004445,AST00317,PHX01,AMER-West,2024-03-17,Corrective,Cooling Loop,Pump,P3,TECH0041,DataVolt,22.8,9.84,4339,3442,8066,4.17,28.74,Completed,1,1,2024-03
WO0001610,AST00113,SJC01,AMER-West,2024-03-17,Corrective,Valve,Valve leak,P1,TECH0030,DataVolt,11.9,5.31,5487,1285,6907,2.11,15.41,Completed,0,0,2024-03
WO0005141,AST00361,CHI01,AMER-East,2024-03-17,Preventive,Fan Motor,Bearing wear,P3,TECH0059,CBRE Ops,5.1,2.89,858,515,1422,9.3,14.78,Completed,0,0,2024-03
WO0006912,AST00478,SEA01,AMER-West,2024-03-17,Preventive,Routine Wear,Alignment,P3,TECH0076,DataVolt,1.8,0.48,1245,156,1612,8.29,11.14,Completed,0,0,2024-03
WO0000087,AST00004,SJC01,AMER-West,2024-03-17,Preventive,Sensor,Flow sensor,P3,TECH0053,ABB Services,3.5,1.96,682,381,1427,9.61,16.02,Completed,0,0,2024-03
WO0007085,AST00493,ASH01,AMER-East,2024-03-17,Corrective,Cable,Overheating,P3,TECH0020,FacilityPro,2.2,6.96,4390,352,4890,0.2,1.93,Completed,1,0,2024-03
WO0005422,AST00380,PHX01,AMER-West,2024-03-17,Corrective,Rectifier,Rectifier module,P2,TECH0098,Schneider Services,12.1,11.92,2156,1439,3735,0.81,14.74,Completed,1,0,2024-03
WO0003686,AST00265,DAL01,AMER-Central,2024-03-17,Corrective,Transformer,Tap changer,P3,TECH0044,Vertiv Services,12.2,8.91,3461,1476,5291,2.97,15.68,Completed,1,1,2024-03
WO0006552,AST00448,NYC01,AMER-East,2024-03-17,Corrective,Compressor,Compressor vibration,P1,TECH0029,DataVolt,15.9,7.07,2565,1860,4500,1.12,18.18,Completed,1,0,2024-03
WO0001115,AST00083,SJC01,AMER-West,2024-03-17,Corrective,Cooling Loop,Heat exchanger,P3,TECH0096,CBRE Ops,11.5,6.56,4777,1564,6457,1.85,15.86,Closed,1,0,2024-03
WO0001205,AST00087,DAL01,AMER-Central,2024-03-17,Preventive,Battery,Battery connector,P4,TECH0015,Vertiv Services,4.7,0.82,809,620,1545,9.25,13.19,Completed,0,0,2024-03
WO0004961,AST00350,DAL01,AMER-Central,2024-03-17,Corrective,Transformer,Tap changer,P4,TECH0058,Schneider Services,10.7,4.35,4277,1647,6319,0.37,11.66,Closed,0,1,2024-03
WO0002685,AST00190,TOR01,AMER-Central,2024-03-17,Corrective,Routine Wear,Alignment,P3,TECH0097,EcoCool,12.5,10.9,1239,1887,3290,1.27,14.67,Completed,1,0,2024-03
WO0007207,AST00499,SJC01,AMER-West,2024-03-17,Corrective,Compressor,Bearing wear,P3,TECH0104,Schneider Services,16.7,10.08,3068,1653,4831,1.48,18.98,Completed,1,0,2024-03
WO0006735,AST00465,ASH01,AMER-East,2024-03-17,Corrective,Compressor,Bearing wear,P3,TECH0081,PowerGrid Mechanical,17.6,6.65,7765,2182,10231,1.87,19.69,Completed,1,0,2024-03
WO0003903,AST00280,ASH01,AMER-East,2024-03-17,Preventive,Routine Wear,Seal wear,P4,TECH0101,ABB Services,5.3,2.34,129,699,1016,4.92,11.96,Completed,0,0,2024-03
WO0006288,AST00431,ATL01,AMER-East,2024-03-17,Preventive,Rectifier,Rectifier module,P1,TECH0030,CBRE Ops,7.6,1.7,1096,684,2121,7.03,15.1,Completed,0,0,2024-03
WO0004671,AST00328,LAX01,AMER-West,2024-03-18,Corrective,Cooling Loop,Coolant leak,P2,TECH0060,ABB Services,18.4,4.9,6968,2925,10256,2.43,21.78,Closed,0,0,2024-03
WO0006551,AST00448,NYC01,AMER-East,2024-03-18,Corrective,Routine Wear,Alignment,P4,TECH0035,ABB Services,17.9,4.96,2089,1736,3995,0.71,19.67,Completed,0,0,2024-03
WO0001150,AST00085,SEA01,AMER-West,2024-03-18,Preventive,Firmware,Sensor mapping,P4,TECH0048,CBRE Ops,6.7,1.11,817,884,1933,10.0,17.16,Closed,0,0,2024-03
WO0004523,AST00321,CHI01,AMER-East,2024-03-18,Corrective,Fan Motor,VFD issue,P1,TECH0059,Schneider Services,20.0,8.52,3287,2420,6028,1.97,23.14,Completed,1,0,2024-03
WO0003664,AST00263,LAX01,AMER-West,2024-03-18,Corrective,Firmware,Communication timeout,P3,TECH0104,DataVolt,10.7,4.75,3001,1401,4652,0.2,11.25,Completed,0,1,2024-03
WO0001340,AST00097,DAL01,AMER-Central,2024-03-18,Preventive,Valve,Actuator fault,P3,TECH0081,Vertiv Services,7.1,2.07,60,788,1112,7.05,13.71,Completed,0,0,2024-03
WO0007402,AST00512,CHI01,AMER-East,2024-03-18,Corrective,Cooling Loop,Pump,P4,TECH0119,PowerGrid Mechanical,18.0,13.0,4160,1764,6029,1.59,19.74,Completed,1,0,2024-03
WO0002815,AST00197,SEA01,AMER-West,2024-03-18,Corrective,Sensor,Flow sensor,P3,TECH0005,EcoCool,22.9,4.85,2610,3686,6506,0.2,23.25,Completed,0,0,2024-03
WO0003333,AST00231,SEA01,AMER-West,2024-03-18,Preventive,Sensor,Pressure sensor,P1,TECH0011,EcoCool,9.6,1.79,905,988,2131,6.89,18.71,Completed,0,0,2024-03
WO0002963,AST00208,MIA01,AMER-Central,2024-03-19,Corrective,Transformer,Tap changer,P2,TECH0034,CBRE Ops,11.9,6.25,4041,1475,5692,2.12,15.61,Completed,1,0,2024-03
WO0000599,AST00045,NYC01,AMER-East,2024-03-19,Corrective,Sensor,Temperature sensor,P3,TECH0003,Schneider Services,11.6,9.78,5481,1531,7223,0.2,13.38,Completed,1,0,2024-03
WO0001326,AST00097,DAL01,AMER-Central,2024-03-19,Corrective,Sensor,Pressure sensor,P3,TECH0114,Schneider Services,12.2,3.71,3071,1342,4545,1.87,16.45,Completed,0,0,2024-03
WO0005932,AST00409,ATL01,AMER-East,2024-03-19,Corrective,Rectifier,Power board,P4,TECH0100,ABB Services,23.2,10.31,2606,3596,6242,3.8,27.3,Completed,1,1,2024-03
WO0006218,AST00426,PHX01,AMER-West,2024-03-19,Corrective,Battery,Battery bank,P2,TECH0013,FacilityPro,18.1,3.8,2245,2606,5019,1.5,21.47,Completed,0,1,2024-03
WO0001542,AST00110,LAX01,AMER-West,2024-03-19,Corrective,Sensor,Temperature sensor,P4,TECH0055,EcoCool,9.1,4.32,4164,1274,5631,2.87,14.07,Completed,0,0,2024-03
WO0006179,AST00424,MIA01,AMER-Central,2024-03-19,Corrective,Valve,Actuator fault,P3,TECH0089,Vertiv Services,10.1,5.69,3707,1343,5251,1.85,11.34,Completed,1,1,2024-03
WO0000891,AST00065,ATL01,AMER-East,2024-03-19,Corrective,Routine Wear,Inspection finding,P3,TECH0092,PowerGrid Mechanical,5.5,10.81,2848,572,3518,0.22,9.81,Completed,1,0,2024-03
WO0006676,AST00463,SJC01,AMER-West,2024-03-19,Corrective,Cooling Loop,Coolant leak,P3,TECH0039,ABB Services,5.7,3.21,2501,860,3462,0.2,7.55,Completed,0,0,2024-03
WO0001263,AST00092,DEN01,AMER-Central,2024-03-19,Corrective,Sensor,Flow sensor,P4,TECH0096,PowerGrid Mechanical,16.3,3.01,4533,1956,6599,1.16,17.9,Completed,0,0,2024-03
WO0002340,AST00166,NYC01,AMER-East,2024-03-19,Corrective,Breaker,Connection heat,P3,TECH0011,FacilityPro,21.3,7.68,1838,2044,4021,1.38,23.0,In Review,1,1,2024-03
WO0004957,AST00350,DAL01,AMER-Central,2024-03-19,Corrective,Transformer,Tap changer,P3,TECH0029,Schneider Services,19.7,6.26,2339,2561,5218,1.88,22.26,Completed,1,0,2024-03
WO0006980,AST00481,SEA01,AMER-West,2024-03-19,Corrective,Fuel System,Fuel pump,P1,TECH0104,Schneider Services,21.2,5.18,3145,2183,5574,0.53,22.37,Closed,0,0,2024-03
WO0000724,AST00054,NYC01,AMER-East,2024-03-19,Corrective,Cooling Loop,Coolant leak,P3,TECH0036,CBRE Ops,10.0,4.88,2814,970,3895,1.47,12.81,Completed,0,1,2024-03
WO0002024,AST00142,ASH01,AMER-East,2024-03-19,Preventive,Compressor,Compressor vibration,P3,TECH0019,Schneider Services,6.0,1.57,926,630,1731,7.98,16.17,Completed,0,0,2024-03
WO0001024,AST00074,SJC01,AMER-West,2024-03-19,Corrective,Sensor,Pressure sensor,P3,TECH0088,Vertiv Services,13.6,7.97,2113,1428,3851,1.66,17.57,Completed,1,0,2024-03
WO0001873,AST00132,LAX01,AMER-West,2024-03-19,Corrective,Compressor,Compressor vibration,P3,TECH0049,EcoCool,27.3,7.24,831,3112,4138,1.17,28.47,Closed,1,0,2024-03
WO0005378,AST00377,CHI01,AMER-East,2024-03-20,Preventive,Compressor,Start failure,P4,TECH0109,FacilityPro,5.7,1.68,796,604,1727,7.19,13.92,Completed,0,0,2024-03
WO0006440,AST00440,ATL01,AMER-East,2024-03-20,Corrective,Routine Wear,Inspection finding,P3,TECH0039,PowerGrid Mechanical,7.9,10.96,4759,995,6032,2.1,11.94,In Review,1,0,2024-03
WO0003605,AST00258,SJC01,AMER-West,2024-03-20,Preventive,Breaker,Trip event,P3,TECH0019,Schneider Services,8.2,2.53,899,893,2104,5.85,16.52,Completed,0,0,2024-03
WO0004301,AST00307,SJC01,AMER-West,2024-03-20,Preventive,Compressor,Start failure,P4,TECH0047,EcoCool,9.2,1.16,828,956,1965,7.57,16.97,Completed,0,0,2024-03
WO0000662,AST00050,NYC01,AMER-East,2024-03-20,Corrective,Fan Motor,Motor overheating,P2,TECH0076,PowerGrid Mechanical,6.3,11.64,5666,989,6800,1.99,8.97,Completed,1,0,2024-03
WO0004572,AST00323,DAL01,AMER-Central,2024-03-20,Corrective,Routine Wear,Alignment,P4,TECH0067,CBRE Ops,24.8,11.43,4422,3124,7851,1.11,26.08,Completed,1,0,2024-03
WO0001541,AST00110,LAX01,AMER-West,2024-03-20,Corrective,Valve,Actuator fault,P2,TECH0102,CBRE Ops,21.6,8.4,4406,2894,7692,0.2,23.35,Completed,1,0,2024-03
WO0002414,AST00172,CHI01,AMER-East,2024-03-20,Corrective,Battery,Cell degradation,P2,TECH0084,ABB Services,15.3,3.54,2142,2203,4464,2.82,20.07,Completed,0,0,2024-03
WO0006252,AST00428,SJC01,AMER-West,2024-03-20,Corrective,Routine Wear,Seal wear,P3,TECH0044,EcoCool,9.7,10.58,1863,1522,3731,1.16,10.69,Completed,1,0,2024-03
WO0001199,AST00087,DAL01,AMER-Central,2024-03-20,Preventive,Fuel System,Filter clog,P3,TECH0065,EcoCool,7.4,1.4,466,888,1523,9.92,17.21,Completed,0,0,2024-03
WO0005252,AST00369,CHI01,AMER-East,2024-03-20,Corrective,Rectifier,Power board,P4,TECH0038,DataVolt,16.8,4.49,4544,1780,6587,3.03,20.77,Closed,0,0,2024-03
WO0003829,AST00274,ATL01,AMER-East,2024-03-20,Preventive,Rectifier,Power board,P4,TECH0013,ABB Services,6.2,2.37,728,818,1832,4.65,10.91,Completed,0,0,2024-03
WO0002814,AST00197,SEA01,AMER-West,2024-03-20,Corrective,Routine Wear,Inspection finding,P4,TECH0095,DataVolt,20.2,7.9,3450,2908,6594,1.09,21.43,Completed,1,0,2024-03
WO0007751,AST00540,DAL01,AMER-Central,2024-03-20,Corrective,Valve,Valve blockage,P2,TECH0044,Schneider Services,5.9,6.2,2932,820,3825,1.89,10.71,Completed,1,0,2024-03
WO0004550,AST00322,SJC01,AMER-West,2024-03-20,Preventive,Valve,Actuator fault,P3,TECH0054,FacilityPro,4.9,2.49,1036,460,1760,9.87,15.33,Closed,0,0,2024-03
WO0000900,AST00065,ATL01,AMER-East,2024-03-20,Preventive,Compressor,Start failure,P1,TECH0047,Schneider Services,3.1,2.01,788,300,1479,8.46,11.88,Completed,0,0,2024-03
WO0007034,AST00487,LAX01,AMER-West,2024-03-20,Preventive,Firmware,Patch gap,P3,TECH0068,DataVolt,5.7,0.55,980,592,1862,7.11,14.35,Completed,0,0,2024-03
WO0004674,AST00328,LAX01,AMER-West,2024-03-20,Preventive,Compressor,Compressor vibration,P1,TECH0051,Schneider Services,5.8,0.81,512,539,1412,7.95,16.42,Completed,0,0,2024-03
WO0006909,AST00477,NYC01,AMER-East,2024-03-20,Preventive,Battery,Battery connector,P4,TECH0077,DataVolt,3.5,0.87,399,346,825,8.24,11.65,In Review,0,0,2024-03
WO0005864,AST00404,ATL01,AMER-East,2024-03-20,Preventive,Sensor,Temperature sensor,P4,TECH0040,PowerGrid Mechanical,8.4,1.49,496,806,1540,7.02,16.16,Closed,0,0,2024-03
WO0006075,AST00419,ATL01,AMER-East,2024-03-20,Corrective,Rectifier,Rectifier module,P3,TECH0012,DataVolt,13.1,9.32,3875,1820,5956,1.54,16.54,In Review,1,0,2024-03
WO0001796,AST00127,NYC01,AMER-East,2024-03-20,Corrective,Firmware,Patch gap,P3,TECH0041,EcoCool,19.2,11.46,6186,2707,9291,2.16,21.67,Completed,1,0,2024-03
WO0006596,AST00453,CHI01,AMER-East,2024-03-20,Corrective,Transformer,Oil temp rise,P3,TECH0042,FacilityPro,17.5,3.13,2906,2817,6106,0.61,19.51,Completed,0,0,2024-03
WO0007095,AST00494,ATL01,AMER-East,2024-03-20,Corrective,Fan Motor,Motor overheating,P3,TECH0017,EcoCool,7.0,7.04,6515,763,7507,2.05,9.38,Closed,1,0,2024-03
WO0000418,AST00030,LAX01,AMER-West,2024-03-20,Corrective,Controller,Control board,P3,TECH0079,Schneider Services,19.1,3.63,2719,2979,5763,2.13,23.65,Completed,0,0,2024-03
WO0001438,AST00105,DAL01,AMER-Central,2024-03-21,Preventive,Routine Wear,Alignment,P3,TECH0101,Schneider Services,6.1,2.16,884,640,1818,8.53,17.18,Completed,0,0,2024-03
WO0003155,AST00223,DEN01,AMER-Central,2024-03-21,Corrective,Transformer,Tap changer,P3,TECH0093,PowerGrid Mechanical,13.3,7.93,3361,1915,5497,0.2,14.83,Completed,1,0,2024-03
WO0002021,AST00142,ASH01,AMER-East,2024-03-21,Corrective,Compressor,Start failure,P1,TECH0100,EcoCool,11.4,4.65,2258,1390,3942,0.2,11.23,Closed,0,0,2024-03
WO0006347,AST00434,LAX01,AMER-West,2024-03-21,Corrective,Valve,Valve blockage,P1,TECH0079,EcoCool,20.6,9.21,4139,1998,6200,2.75,23.95,Completed,1,0,2024-03
WO0001495,AST00108,LAX01,AMER-West,2024-03-21,Preventive,Breaker,Trip event,P3,TECH0026,DataVolt,6.9,2.34,438,855,1537,6.19,13.79,Closed,0,0,2024-03
WO0004496,AST00321,CHI01,AMER-East,2024-03-21,Corrective,Compressor,Compressor vibration,P4,TECH0025,FacilityPro,5.3,15.15,5499,556,6402,0.74,7.43,Completed,1,1,2024-03
WO0004430,AST00317,PHX01,AMER-West,2024-03-21,Preventive,Compressor,Bearing wear,P2,TECH0011,PowerGrid Mechanical,4.8,2.76,846,571,1602,8.48,14.05,Completed,0,0,2024-03
WO0006025,AST00414,NYC01,AMER-East,2024-03-21,Corrective,Firmware,Patch gap,P4,TECH0002,ABB Services,15.0,10.0,2216,1530,4031,0.2,16.74,Completed,1,0,2024-03
WO0007616,AST00527,ATL01,AMER-East,2024-03-22,Corrective,Compressor,Compressor vibration,P3,TECH0060,ABB Services,10.5,4.15,3250,1617,5078,0.21,12.11,Completed,0,1,2024-03
WO0006028,AST00414,NYC01,AMER-East,2024-03-22,Corrective,Battery,Battery bank,P3,TECH0054,CBRE Ops,5.5,9.06,5474,863,6476,1.12,6.37,Completed,1,0,2024-03
WO0003454,AST00243,ASH01,AMER-East,2024-03-22,Preventive,Routine Wear,Inspection finding,P3,TECH0054,PowerGrid Mechanical,7.9,1.84,725,940,2005,9.67,18.3,Completed,0,0,2024-03
WO0000715,AST00054,NYC01,AMER-East,2024-03-22,Corrective,Routine Wear,Alignment,P2,TECH0017,DataVolt,29.2,2.96,1822,3474,5430,0.2,29.91,Completed,0,0,2024-03
WO0000124,AST00008,MIA01,AMER-Central,2024-03-22,Corrective,Routine Wear,Inspection finding,P2,TECH0063,CBRE Ops,9.6,8.86,2733,912,3856,2.83,13.54,Closed,1,0,2024-03
WO0001523,AST00110,LAX01,AMER-West,2024-03-22,Corrective,Fan Motor,VFD issue,P2,TECH0006,PowerGrid Mechanical,14.4,5.89,1994,1915,4248,0.2,16.7,Completed,1,0,2024-03
WO0003865,AST00277,TOR01,AMER-Central,2024-03-22,Corrective,Fuel System,Fuel leak,P4,TECH0024,DataVolt,8.7,10.85,5133,1044,6388,1.09,12.28,Completed,1,0,2024-03
WO0002833,AST00198,SJC01,AMER-West,2024-03-22,Corrective,Compressor,Bearing wear,P4,TECH0097,EcoCool,10.0,5.22,2390,1510,3958,2.19,13.2,In Review,0,0,2024-03
WO0000322,AST00021,TOR01,AMER-Central,2024-03-22,Preventive,Routine Wear,Seal wear,P2,TECH0046,Vertiv Services,1.7,2.14,871,168,1358,8.58,11.14,Completed,0,0,2024-03
WO0001593,AST00113,SJC01,AMER-West,2024-03-22,Corrective,Routine Wear,Inspection finding,P3,TECH0023,Schneider Services,11.5,12.64,4889,1437,6419,0.48,11.05,Completed,1,1,2024-03
WO0003270,AST00229,DAL01,AMER-Central,2024-03-22,Preventive,Sensor,Pressure sensor,P4,TECH0060,PowerGrid Mechanical,5.0,2.71,530,670,1375,8.47,15.88,Completed,0,0,2024-03
WO0007259,AST00503,DAL01,AMER-Central,2024-03-22,Preventive,Routine Wear,Inspection finding,P4,TECH0100,FacilityPro,6.9,2.79,799,828,1697,7.34,14.63,Completed,0,0,2024-03
WO0002604,AST00183,SEA01,AMER-West,2024-03-22,Corrective,Sensor,Flow sensor,P3,TECH0045,EcoCool,23.5,3.12,6760,2491,9537,3.13,29.11,Completed,0,0,2024-03
WO0006578,AST00450,LAX01,AMER-West,2024-03-22,Corrective,Breaker,Trip event,P4,TECH0120,CBRE Ops,17.4,3.65,2126,2749,5101,1.7,21.01,Completed,0,0,2024-03
WO0002692,AST00190,TOR01,AMER-Central,2024-03-22,Corrective,Fan Motor,Motor overheating,P3,TECH0051,CBRE Ops,13.6,1.73,3232,1659,5115,0.66,14.35,Completed,0,1,2024-03
WO0001576,AST00112,ASH01,AMER-East,2024-03-23,Corrective,Firmware,Communication timeout,P4,TECH0117,FacilityPro,3.5,8.46,5436,490,6092,0.2,5.84,Closed,1,0,2024-03
WO0001501,AST00108,LAX01,AMER-West,2024-03-23,Preventive,Transformer,Oil temp rise,P1,TECH0040,PowerGrid Mechanical,8.3,2.54,1001,805,2123,9.41,18.97,Completed,0,0,2024-03
WO0001459,AST00106,DAL01,AMER-Central,2024-03-23,Corrective,Valve,Actuator fault,P3,TECH0114,CBRE Ops,22.6,2.56,2844,2960,5869,1.2,25.02,Completed,0,0,2024-03
WO0004024,AST00292,DAL01,AMER-Central,2024-03-23,Corrective,Sensor,Temperature sensor,P4,TECH0101,EcoCool,21.4,9.06,4339,3210,7784,0.2,24.01,In Review,1,0,2024-03
WO0000339,AST00022,DEN01,AMER-Central,2024-03-23,Preventive,Fan Motor,Motor overheating,P3,TECH0107,EcoCool,2.4,2.14,437,252,1022,8.89,12.38,Closed,0,0,2024-03
WO0002941,AST00207,TOR01,AMER-Central,2024-03-23,Corrective,Transformer,Insulation aging,P2,TECH0061,Schneider Services,13.6,8.32,3589,2067,6024,0.2,14.55,In Review,1,0,2024-03
WO0006350,AST00434,LAX01,AMER-West,2024-03-23,Preventive,Compressor,Bearing wear,P2,TECH0057,DataVolt,5.6,0.92,1041,610,1968,8.46,13.63,Completed,0,0,2024-03
WO0006659,AST00460,SEA01,AMER-West,2024-03-23,Preventive,Routine Wear,Alignment,P2,TECH0103,EcoCool,7.5,2.22,555,990,1697,8.19,15.76,Completed,0,0,2024-03
WO0000121,AST00007,LAX01,AMER-West,2024-03-23,Corrective,Compressor,Bearing wear,P4,TECH0043,FacilityPro,15.8,3.9,2996,2259,5526,1.47,18.44,Completed,0,0,2024-03
WO0003720,AST00267,DAL01,AMER-Central,2024-03-23,Preventive,Controller,PLC fault,P3,TECH0065,PowerGrid Mechanical,1.5,2.18,699,147,905,7.81,12.24,Completed,0,0,2024-03
WO0007676,AST00535,ASH01,AMER-East,2024-03-23,Corrective,Firmware,Sensor mapping,P2,TECH0086,PowerGrid Mechanical,17.5,8.61,2562,2782,5428,1.36,21.39,Closed,1,0,2024-03
